TransactionID,Age,Gender,State,Bank,AccountType,TransactionAmount,AccountBalance,NumTransactionsDay,TransactionHour,TransactionDay,Channel,LocationMatch,DeviceKnown,PrevFraudFlag,AccountAgeMonths,FailedAttempts,InternationalTransaction,AmountToBalanceRatio,IsFraud,n_TransactionAmount,n_AccountBalance,UnusualTransactionHour,AgeTransactionsRatio,RedFlag_Attempt,AmountToBalance_nRatio
TXN0008074,74,Female,Kano,Access,Current,5002.71,74328.73,4,4,Sunday,Pos,Yes,Yes,0,15.0,2,No,0.0673,No,8.5179,11.2163,RedFlag,0.25,2,0.7594
TXN0008075,69,Female,Abuja,Sterling,Savings,7066.33,84287.04,4,7,Monday,Transfer,Yes,Yes,1,32.0,1,Yes,0.0838,No,8.8632,11.342,Normal,0.1212,2,0.7814
TXN0008076,22,Female,Kano,FCMB,Current,7490.38,141848.77,4,0,Sunday,Atm,Yes,No,0,18.0,0,No,0.0528,No,8.9215,11.8625,RedFlag,0.2105,0,0.7521
TXN0008077,72,Female,Abuja,Fidelity,Savings,70256.33,45712.73,3,6,Friday,Online,Yes,Yes,0,67.0,0,No,1.5369,No,11.1599,10.7302,Normal,0.0441,0,1.04
TXN0008078,22,Female,Abuja,FirstBank,Current,13064.7,40628.57,8,17,Monday,Transfer,Yes,Yes,0,1.0,0,No,0.3216,No,9.4777,10.6123,Normal,4.0,0,0.8931
TXN0008079,37,Female,Delta,GTBank,Savings,18905.98,99084.35,2,11,Tuesday,Atm,Yes,No,0,18.0,0,No,0.1908,No,9.8473,11.5037,Normal,0.1053,0,0.856
TXN0008080,32,Male,Enugu,Zenith,Savings,32212.35,5442.56,3,18,Monday,Mobile,Yes,Yes,0,3.0,0,No,5.9186,No,10.3801,8.6022,Normal,0.75,0,1.2067
TXN0008081,35,Female,Delta,FCMB,Domiciliary,11608.9,154439.66,2,7,Monday,Pos,Yes,Yes,0,13.0,1,No,0.0752,No,9.3596,11.9476,Normal,0.1429,1,0.7834
TXN0008082,64,Male,Kano,Polaris,Savings,2788.81,259608.75,3,2,Thursday,Mobile,No,Yes,0,55.2,0,No,0.0107,No,7.9337,12.4669,RedFlag,0.0534,0,0.6364
TXN0008083,19,Male,Anambra,FCMB,Current,26556.18,194971.7,1,9,Saturday,Mobile,Yes,No,0,60.0,1,Yes,0.1362,No,10.1871,12.1806,Normal,0.0164,1,0.8363
TXN0008084,46,Female,Abuja,Polaris,Savings,27510.84,95034.46,1,22,Tuesday,Atm,No,Yes,0,29.0,1,No,0.2895,No,10.2224,11.462,RedFlag,0.0333,1,0.8919
TXN0008085,30,Female,Enugu,GTBank,Domiciliary,7546.14,124996.04,1,21,Thursday,Online,Yes,Yes,0,54.0,1,Yes,0.0604,No,8.9289,11.736,Normal,0.0182,1,0.7608
TXN0008086,21,Male,Kano,Polaris,Domiciliary,896.61,3979.44,4,13,Thursday,Pos,No,No,0,68.0,0,No,0.2253,No,6.7997,8.2891,Normal,0.058,0,0.8203
TXN0008087,59,Female,Bauchi,Polaris,Savings,27366.99,456776.76,5,18,Monday,Mobile,Yes,Yes,0,67.0,0,Yes,0.0599,No,10.2171,13.032,Normal,0.0735,0,0.784
TXN0008088,62,Male,Enugu,FirstBank,Savings,30386.43,122488.04,1,18,Friday,Mobile,No,No,0,10.0,0,No,0.2481,No,10.3218,11.7158,Normal,0.0909,0,0.881
TXN0008089,27,Female,Bauchi,Fidelity,Current,660.27,57059.35,1,8,Sunday,Pos,Yes,Yes,0,77.0,0,No,0.0116,No,6.4942,10.9519,Normal,0.0128,0,0.593
TXN0008090,48,Female,Abuja,Access,Savings,29537.62,52132.29,1,4,Sunday,Online,Yes,Yes,0,52.0,1,No,0.5666,No,10.2935,10.8616,RedFlag,0.0189,1,0.9477
TXN0008091,58,Male,Kaduna,GTBank,Current,69892.78,161670.68,1,6,Tuesday,Online,No,No,0,48.0,0,No,0.4323,No,11.1547,11.9933,Normal,0.0204,0,0.9301
TXN0008092,25,Male,Oyo,Polaris,Domiciliary,4924.27,131679.15,3,12,Monday,Atm,Yes,No,0,34.0,1,No,0.0374,No,8.5021,11.7881,Normal,0.0857,1,0.7212
TXN0008093,20,Male,Abuja,Sterling,Savings,18418.27,31209.16,3,17,Wednesday,Atm,Yes,Yes,0,48.0,0,Yes,0.5902,No,9.8212,10.3485,Normal,0.0612,0,0.949
TXN0008094,65,Female,Rivers,UBA,Savings,29832.12,79124.35,5,12,Wednesday,Atm,Yes,Yes,0,7.0,0,No,0.377,No,10.3034,11.2788,Normal,0.625,0,0.9135
TXN0008095,63,Female,Rivers,Sterling,Domiciliary,6536.7,169135.75,2,6,Friday,Mobile,Yes,No,0,19.0,0,No,0.0386,No,8.7853,12.0385,Normal,0.1,0,0.7298
TXN0008096,26,Female,Anambra,Access,Current,34812.73,52999.52,1,7,Tuesday,Online,No,Yes,0,28.0,0,No,0.6568,No,10.4578,10.8781,Normal,0.0345,0,0.9614
TXN0008097,47,Male,Enugu,Access,Domiciliary,50640.59,106781.19,3,3,Tuesday,Pos,Yes,Yes,1,35.0,0,No,0.4742,No,10.8325,11.5785,RedFlag,0.0833,1,0.9356
TXN0008098,70,Male,Oyo,Sterling,Savings,42124.38,44131.35,1,16,Thursday,Mobile,No,No,0,46.0,0,No,0.9545,No,10.6484,10.6949,Normal,0.0213,0,0.9957
TXN0008099,28,Male,Bauchi,Zenith,Domiciliary,7490.46,11157.06,1,9,Wednesday,Pos,Yes,Yes,0,9.0,0,Yes,0.6714,No,8.9215,9.3199,Normal,0.1,0,0.9573
TXN0008100,52,Male,Lagos,Fidelity,Savings,40768.64,73713.7,6,3,Saturday,Online,Yes,No,0,29.0,0,No,0.5531,No,10.6157,11.208,RedFlag,0.2,0,0.9472
TXN0008101,54,Male,Rivers,Sterling,Current,13332.88,197558.5,4,4,Wednesday,Pos,No,Yes,0,19.0,0,No,0.0675,No,9.4981,12.1938,RedFlag,0.2,0,0.7789
TXN0008102,59,Male,Oyo,Sterling,Current,7746.95,36091.23,2,4,Wednesday,Atm,Yes,No,0,52.0,1,No,0.2146,No,8.9552,10.4938,RedFlag,0.0377,1,0.8534
TXN0008103,30,Female,Anambra,Stanbic,Current,4597.21,210670.84,6,17,Tuesday,Mobile,Yes,No,0,7.0,1,No,0.0218,No,8.4334,12.2581,Normal,0.75,1,0.688
TXN0008104,53,Female,Kano,UBA,Savings,59917.3,166068.81,4,23,Monday,Pos,No,Yes,0,1.0,0,Yes,0.3608,No,11.0007,12.0202,RedFlag,2.0,0,0.9152
TXN0008105,73,Male,Oyo,Zenith,Savings,13917.27,106199.65,3,1,Wednesday,Atm,Yes,No,0,47.0,1,No,0.131,No,9.541,11.5731,RedFlag,0.0625,1,0.8244
TXN0008106,30,Male,Kano,GTBank,Savings,21769.49,456776.76,1,10,Wednesday,Transfer,Yes,No,0,22.0,1,No,0.0477,No,9.9883,13.032,Normal,0.0435,1,0.7664
TXN0008107,46,Male,Enugu,Sterling,Domiciliary,4345.3,322369.61,1,0,Friday,Mobile,No,Yes,0,1.2000000000000002,0,Yes,0.0135,No,8.3771,12.6835,RedFlag,0.4545,0,0.6605
TXN0008108,54,Female,Delta,FCMB,Current,36417.22,124233.81,1,20,Thursday,Pos,Yes,No,0,36.0,1,No,0.2931,No,10.5028,11.7299,Normal,0.027,1,0.8954
TXN0008109,27,Male,Kano,GTBank,Savings,2913.72,122392.13,2,6,Sunday,Mobile,Yes,No,0,48.0,0,No,0.0238,No,7.9775,11.715,Normal,0.0408,0,0.681
TXN0008110,73,Female,Enugu,FirstBank,Savings,443.03,48812.01,1,11,Friday,Atm,Yes,Yes,0,32.0,1,No,0.0091,No,6.0959,10.7958,Normal,0.0303,1,0.5647
TXN0008111,26,Male,Abuja,UBA,Savings,77103.44,379231.79,3,7,Monday,Atm,No,Yes,0,38.0,0,No,0.2033,No,11.2529,12.8459,Normal,0.0769,0,0.876
TXN0008112,69,Female,Enugu,Stanbic,Current,1909.54,339401.63,1,11,Friday,Mobile,Yes,Yes,1,74.0,0,No,0.0056,No,7.5551,12.7349,Normal,0.0133,1,0.5933
TXN0008113,24,Female,Bauchi,Access,Current,15476.07,203252.45,5,14,Saturday,Atm,Yes,Yes,0,25.0,0,No,0.0761,No,9.6471,12.2222,Normal,0.1923,0,0.7893
TXN0008114,19,Male,Oyo,Sterling,Current,52672.45,20524.59,2,13,Sunday,Atm,Yes,Yes,0,76.0,0,Yes,2.5663,No,10.8719,9.9294,Normal,0.026,0,1.0949
TXN0008115,71,Female,Kaduna,Sterling,Savings,42783.94,182430.07,4,19,Sunday,Pos,Yes,Yes,0,22.0,0,No,0.2345,No,10.6639,12.1141,Normal,0.1739,0,0.8803
TXN0008116,73,Female,Delta,Polaris,Current,15927.48,43776.4,4,0,Sunday,Mobile,Yes,Yes,0,6.0,0,No,0.3638,No,9.6759,10.6869,RedFlag,0.5714,0,0.9054
TXN0008117,40,Male,Kano,Zenith,Current,23594.66,31387.91,1,20,Friday,Mobile,Yes,Yes,1,43.0,0,No,0.7517,No,10.0688,10.3542,Normal,0.0227,1,0.9724
TXN0008118,56,Female,Delta,Fidelity,Current,24836.46,213575.57,1,2,Saturday,Mobile,Yes,No,0,88.0,0,No,0.1163,No,10.1201,12.2718,RedFlag,0.0112,0,0.8247
TXN0008119,57,Male,Oyo,UBA,Current,2908.43,456776.76,1,0,Wednesday,Atm,Yes,Yes,0,65.0,0,No,0.0064,No,7.9757,13.032,RedFlag,0.0152,0,0.612
TXN0008120,56,Male,Oyo,Zenith,Current,8383.47,17295.76,3,10,Wednesday,Atm,No,Yes,0,34.0,1,No,0.4847,No,9.0341,9.7583,Normal,0.0857,1,0.9258
TXN0008121,38,Male,Kano,UBA,Current,8952.01,26864.7,3,22,Sunday,Pos,Yes,Yes,0,39.0,0,Yes,0.3332,No,9.0997,10.1986,RedFlag,0.075,0,0.8922
TXN0008122,40,Male,Anambra,GTBank,Current,11875.53,37122.06,5,8,Thursday,Atm,Yes,No,0,75.0,0,No,0.3199,No,9.3823,10.522,Normal,0.0658,0,0.8917
TXN0008123,46,Female,Kaduna,Sterling,Current,8002.29,456776.76,3,3,Saturday,Atm,No,Yes,0,54.0,0,No,0.0175,No,8.9876,13.032,RedFlag,0.0545,0,0.6897
TXN0008124,31,Male,Kano,Sterling,Current,7242.05,178805.79,3,7,Thursday,Online,Yes,Yes,0,18.0,0,No,0.0405,No,8.8878,12.0941,Normal,0.1579,0,0.7349
TXN0008125,43,Male,Lagos,Sterling,Savings,10954.31,170114.76,1,16,Friday,Transfer,Yes,Yes,0,55.0,0,No,0.0644,No,9.3016,12.0442,Normal,0.0179,0,0.7723
TXN0008126,68,Female,Delta,Access,Current,11919.73,105487.75,2,13,Tuesday,Atm,No,Yes,0,33.0,0,Yes,0.113,No,9.386,11.5664,Normal,0.0588,0,0.8115
TXN0008127,22,Female,Lagos,GTBank,Savings,16697.91,115697.38,2,19,Tuesday,Mobile,Yes,No,0,12.0,0,No,0.1443,No,9.7231,11.6587,Normal,0.1538,0,0.834
TXN0008128,72,Female,Delta,FCMB,Savings,4764.95,51410.15,4,15,Thursday,Transfer,No,Yes,0,43.0,0,No,0.0927,No,8.4693,10.8476,Normal,0.0909,0,0.7808
TXN0008129,48,Male,Abuja,Access,Savings,38818.96,25182.59,4,19,Monday,Transfer,Yes,No,0,11.0,1,No,1.5415,No,10.5667,10.1339,Normal,0.3333,1,1.0427
TXN0008130,42,Male,Delta,FirstBank,Savings,49272.34,227307.07,2,1,Thursday,Atm,Yes,Yes,0,36.0,0,No,0.2168,No,10.8051,12.3341,RedFlag,0.0541,0,0.876
TXN0008131,48,Female,Oyo,FirstBank,Savings,7130.96,95427.93,2,23,Saturday,Mobile,Yes,No,0,75.0,0,No,0.0747,No,8.8723,11.4661,RedFlag,0.0263,0,0.7738
TXN0008132,67,Female,Enugu,Polaris,Savings,3289.78,44358.89,3,7,Friday,Atm,Yes,No,0,13.0,0,Yes,0.0742,No,8.0989,10.7001,Normal,0.2143,0,0.7569
TXN0008133,37,Female,Lagos,GTBank,Current,32031.43,150269.56,6,22,Saturday,Atm,Yes,No,0,30.0,0,No,0.2132,No,10.3745,11.9202,RedFlag,0.1935,0,0.8703
TXN0008134,61,Female,Lagos,Sterling,Domiciliary,64506.31,35255.71,1,14,Tuesday,Mobile,Yes,No,0,83.0,0,No,1.8297,No,11.0745,10.4704,Normal,0.0119,0,1.0577
TXN0008135,72,Female,Rivers,Zenith,Current,894.52,100642.21,1,3,Saturday,Mobile,Yes,No,0,42.0,1,No,0.0089,No,6.7974,11.5193,RedFlag,0.0233,1,0.5901
TXN0008136,34,Female,Delta,Access,Savings,363.53,31648.92,1,20,Sunday,Pos,Yes,No,0,65.0,0,No,0.0115,No,5.8986,10.3625,Normal,0.0152,0,0.5692
TXN0008137,62,Female,Kaduna,FirstBank,Savings,5065.93,456776.76,1,14,Friday,Atm,Yes,Yes,0,7.0,1,No,0.0111,No,8.5305,13.032,Normal,0.125,1,0.6546
TXN0008138,19,Female,Bauchi,UBA,Savings,28863.1,58026.37,1,20,Monday,Online,Yes,No,1,44.0,0,No,0.4974,No,10.2704,10.9687,Normal,0.0222,1,0.9363
TXN0008139,42,Male,Lagos,FCMB,Current,77103.44,87428.55,3,0,Wednesday,Atm,Yes,No,0,20.0,0,No,0.8819,No,11.2529,11.3786,RedFlag,0.1429,0,0.989
TXN0008140,30,Male,Delta,GTBank,Domiciliary,34695.48,210901.86,4,12,Saturday,Atm,Yes,No,0,34.0,0,No,0.1645,No,10.4544,12.2592,Normal,0.1143,0,0.8528
TXN0008141,56,Female,Oyo,Zenith,Savings,21276.19,161643.48,3,21,Thursday,Pos,No,Yes,0,16.0,0,No,0.1316,No,9.9654,11.9932,Normal,0.1765,0,0.8309
TXN0008142,45,Male,Bauchi,Zenith,Current,30145.14,76549.67,3,6,Wednesday,Pos,No,Yes,0,20.0,2,No,0.3938,No,10.3138,11.2457,Normal,0.1429,2,0.9171
TXN0008143,59,Female,Anambra,UBA,Savings,6556.8,11051.5,1,15,Sunday,Pos,Yes,Yes,0,24.0,0,No,0.5933,No,8.7884,9.3104,Normal,0.04,0,0.9439
TXN0008144,72,Female,Enugu,Sterling,Savings,29163.07,381903.08,1,3,Tuesday,Atm,No,No,0,1.0,0,No,0.0764,No,10.2807,12.8529,RedFlag,0.5,0,0.7999
TXN0008145,23,Female,Delta,FirstBank,Current,9694.74,1193.51,3,2,Saturday,Mobile,Yes,Yes,0,18.0,1,No,8.1229,No,9.1794,7.0855,RedFlag,0.1579,1,1.2955
TXN0008146,20,Female,Abuja,Stanbic,Domiciliary,6289.29,198974.26,5,11,Monday,Pos,Yes,Yes,0,29.0,0,Yes,0.0316,No,8.7468,12.2009,Normal,0.1667,0,0.7169
TXN0008147,52,Male,Bauchi,Fidelity,Savings,6747.89,436169.18,4,23,Sunday,Mobile,Yes,No,0,42.0,2,No,0.0155,No,8.8171,12.9858,RedFlag,0.093,2,0.679
TXN0008148,35,Male,Anambra,Zenith,Savings,27549.53,54937.61,2,17,Saturday,Transfer,No,No,0,27.0,0,No,0.5015,No,10.2238,10.914,Normal,0.0714,0,0.9368
TXN0008149,28,Female,Delta,FirstBank,Domiciliary,36442.15,11765.98,3,13,Friday,Pos,Yes,Yes,0,1.0,1,No,3.0972,No,10.5035,9.3731,Normal,1.5,1,1.1206
TXN0008150,71,Male,Delta,Access,Domiciliary,21795.01,43061.34,5,0,Thursday,Atm,Yes,Yes,0,12.0,1,No,0.5061,No,9.9895,10.6704,RedFlag,0.3846,1,0.9362
TXN0008151,37,Female,Bauchi,UBA,Current,1649.63,56404.5,1,6,Tuesday,Mobile,No,Yes,0,32.0,2,No,0.0292,No,7.4089,10.9403,Normal,0.0303,2,0.6772
TXN0008152,22,Male,Bauchi,Zenith,Savings,968.76,90036.06,2,18,Monday,Atm,Yes,No,0,20.0,1,No,0.0108,No,6.877,11.408,Normal,0.0952,1,0.6028
TXN0008153,36,Male,Bauchi,Zenith,Current,6120.89,111741.59,1,2,Friday,Transfer,Yes,Yes,1,1.0,0,No,0.0548,No,8.7196,11.624,RedFlag,0.5,1,0.7501
TXN0008154,39,Male,Kano,UBA,Current,8438.22,193827.87,3,21,Friday,Mobile,Yes,No,0,51.0,1,No,0.0435,No,9.0406,12.1747,Normal,0.0577,1,0.7426
TXN0008155,36,Female,Enugu,Polaris,Domiciliary,12972.28,346766.88,2,14,Saturday,Online,Yes,No,1,70.0,1,No,0.0374,No,9.4706,12.7564,Normal,0.0282,2,0.7424
TXN0008156,64,Male,Lagos,Polaris,Savings,1976.84,93765.42,2,18,Tuesday,Pos,Yes,Yes,0,1.0,0,No,0.0211,No,7.5898,11.4486,Normal,1.0,0,0.6629
TXN0008157,33,Male,Bauchi,GTBank,Current,32289.04,131687.78,4,8,Friday,Mobile,No,Yes,0,49.0,0,No,0.2452,No,10.3825,11.7882,Normal,0.08,0,0.8808
TXN0008158,41,Male,Bauchi,FirstBank,Domiciliary,31076.35,20407.14,1,17,Sunday,Pos,No,No,0,13.0,0,No,1.5228,No,10.3442,9.9237,Normal,0.0714,0,1.0424
TXN0008159,58,Female,Kano,Access,Current,10642.11,59799.46,3,0,Wednesday,Pos,Yes,Yes,0,67.0,0,No,0.178,No,9.2727,10.9988,RedFlag,0.0441,0,0.8431
TXN0008160,21,Female,Oyo,Stanbic,Savings,20695.7,18847.96,4,6,Wednesday,Atm,Yes,Yes,1,18.0,0,No,1.098,No,9.9377,9.8442,Normal,0.2105,1,1.0095
TXN0008161,32,Female,Anambra,Fidelity,Current,2659.47,176522.33,2,14,Monday,Transfer,Yes,Yes,0,49.0,0,Yes,0.0151,No,7.8863,12.0812,Normal,0.04,0,0.6528
TXN0008162,42,Female,Kaduna,Zenith,Savings,13412.93,357317.91,4,6,Wednesday,Online,Yes,Yes,0,44.0,0,No,0.0375,No,9.504,12.7864,Normal,0.0889,0,0.7433
TXN0008163,61,Female,Delta,Stanbic,Savings,48721.7,329812.34,2,8,Tuesday,Atm,Yes,No,0,9.0,0,No,0.1477,No,10.7939,12.7063,Normal,0.2,0,0.8495
TXN0008164,72,Male,Delta,Stanbic,Domiciliary,27016.05,59278.59,4,20,Sunday,Atm,Yes,Yes,0,45.0,2,No,0.4557,No,10.2042,10.99,Normal,0.087,2,0.9285
TXN0008165,52,Male,Bauchi,FCMB,Savings,2743.8,40028.94,1,15,Monday,Online,Yes,Yes,1,20.0,2,No,0.0685,No,7.9175,10.5974,Normal,0.0476,3,0.7471
TXN0008166,72,Female,Kano,FCMB,Domiciliary,47027.56,48041.18,4,18,Thursday,Pos,Yes,No,0,8.0,0,Yes,0.9789,No,10.7585,10.7798,Normal,0.4444,0,0.998
TXN0008167,31,Female,Enugu,Polaris,Savings,28540.31,50811.49,2,11,Friday,Online,No,Yes,0,21.0,0,No,0.5617,No,10.2591,10.8359,Normal,0.0909,0,0.9468
TXN0008168,66,Female,Kaduna,Access,Domiciliary,15085.23,12873.84,3,17,Wednesday,Online,Yes,No,0,27.0,0,No,1.1718,No,9.6215,9.463,Normal,0.1071,0,1.0167
TXN0008169,36,Female,Oyo,Access,Savings,29448.78,21467.0,3,23,Thursday,Mobile,Yes,Yes,0,66.0,0,No,1.3718,No,10.2904,9.9743,RedFlag,0.0448,0,1.0317
TXN0008170,55,Male,Rivers,Access,Domiciliary,4743.33,36212.1,2,15,Friday,Mobile,Yes,No,0,38.0,0,Yes,0.131,No,8.4647,10.4972,Normal,0.0513,0,0.8064
TXN0008171,53,Female,Oyo,FirstBank,Savings,19989.73,1230.38,2,4,Tuesday,Atm,Yes,Yes,0,1.0,0,Yes,16.2468,No,9.903,7.1159,RedFlag,1.0,0,1.3917
TXN0008172,24,Female,Rivers,Stanbic,Savings,24053.59,7257.26,2,1,Thursday,Atm,Yes,Yes,0,54.0,0,Yes,3.3144,No,10.0881,8.8899,RedFlag,0.0364,0,1.1348
TXN0008173,47,Male,Kano,FCMB,Current,65688.78,179872.8,3,15,Monday,Online,No,Yes,0,31.0,0,No,0.3652,No,11.0927,12.1,Normal,0.0938,0,0.9168
TXN0008174,36,Male,Enugu,Sterling,Savings,1730.85,144870.9,4,5,Tuesday,Transfer,Yes,Yes,0,40.0,1,No,0.0119,No,7.4569,11.8836,Normal,0.0976,1,0.6275
TXN0008175,66,Male,Kaduna,Sterling,Savings,11741.4,436219.34,3,7,Wednesday,Atm,Yes,Yes,0,45.0,0,No,0.0269,No,9.371,12.9859,Normal,0.0652,0,0.7216
TXN0008176,42,Male,Rivers,Zenith,Current,69042.09,77063.77,1,18,Thursday,Mobile,Yes,Yes,0,63.0,0,No,0.8959,No,11.1425,11.2524,Normal,0.0156,0,0.9902
TXN0008177,33,Female,Bauchi,Zenith,Current,6122.62,88137.56,4,0,Saturday,Atm,Yes,Yes,0,21.0,1,No,0.0695,No,8.7199,11.3867,RedFlag,0.1818,1,0.7658
TXN0008178,64,Male,Lagos,Stanbic,Savings,41942.96,10520.75,3,20,Tuesday,Atm,No,No,0,21.0,0,No,3.9867,No,10.6441,9.2612,Normal,0.1364,0,1.1493
TXN0008179,71,Male,Lagos,Zenith,Current,100.0,24775.54,5,23,Tuesday,Mobile,Yes,Yes,0,1.0,0,No,0.004,No,4.6151,10.1177,RedFlag,2.5,0,0.4561
TXN0008180,57,Male,Bauchi,GTBank,Savings,655.62,176457.24,4,4,Thursday,Mobile,Yes,Yes,0,34.0,1,No,0.0037,No,6.4871,12.0808,RedFlag,0.1143,1,0.537
TXN0008181,68,Female,Enugu,Polaris,Savings,9923.4,40189.71,2,18,Wednesday,Online,No,Yes,0,11.0,1,No,0.2469,No,9.2028,10.6014,Normal,0.1667,1,0.8681
TXN0008182,25,Male,Abuja,Access,Current,36579.79,222604.18,1,6,Tuesday,Atm,Yes,Yes,0,1.0,0,No,0.1643,No,10.5073,12.3132,Normal,0.5,0,0.8533
TXN0008183,35,Female,Delta,Sterling,Current,2749.38,183463.19,6,9,Saturday,Online,Yes,No,0,52.0,1,No,0.015,No,7.9195,12.1198,Normal,0.1132,1,0.6534
TXN0008184,45,Male,Oyo,FCMB,Current,12066.23,206310.53,5,15,Thursday,Pos,Yes,Yes,0,57.0,0,No,0.0585,No,9.3982,12.2371,Normal,0.0862,0,0.768
TXN0008185,33,Male,Rivers,Access,Savings,3523.78,175959.63,4,12,Tuesday,Mobile,Yes,Yes,0,19.0,1,Yes,0.02,No,8.1676,12.078,Normal,0.2,1,0.6762
TXN0008186,69,Female,Lagos,GTBank,Savings,6326.98,184477.08,1,6,Monday,Online,Yes,No,0,53.0,0,No,0.0343,No,8.7527,12.1253,Normal,0.0185,0,0.7219
TXN0008187,36,Male,Bauchi,FirstBank,Current,17478.84,118713.1,1,4,Thursday,Mobile,Yes,Yes,0,1.0,0,No,0.1472,No,9.7688,11.6845,RedFlag,0.5,0,0.836
TXN0008188,59,Female,Kaduna,Stanbic,Savings,9609.92,170091.03,2,17,Thursday,Mobile,No,Yes,0,8.0,2,No,0.0565,No,9.1707,12.0441,Normal,0.2222,2,0.7614
TXN0008189,34,Male,Kaduna,FirstBank,Savings,5953.66,112038.96,4,9,Saturday,Mobile,No,Yes,0,22.0,0,No,0.0531,No,8.6919,11.6266,Normal,0.1739,0,0.7476
TXN0008190,62,Male,Rivers,GTBank,Savings,12501.14,34617.51,1,23,Tuesday,Pos,Yes,Yes,0,44.0,0,No,0.3611,No,9.4337,10.4521,RedFlag,0.0222,0,0.9026
TXN0008191,30,Female,Abuja,FCMB,Savings,30187.39,36809.82,1,22,Sunday,Transfer,Yes,No,0,19.0,0,No,0.8201,No,10.3152,10.5135,RedFlag,0.05,0,0.9811
TXN0008192,24,Male,Anambra,Zenith,Savings,3179.31,77955.41,8,22,Thursday,Mobile,No,No,1,1.0,0,No,0.0408,Yes,8.0647,11.2639,RedFlag,4.0,1,0.716
TXN0008193,44,Male,Anambra,Access,Savings,16328.67,2102.28,2,23,Monday,Atm,Yes,No,0,41.0,1,No,7.7671,No,9.7007,7.6513,RedFlag,0.0476,1,1.2678
TXN0008194,27,Female,Kano,Sterling,Savings,8029.93,330135.44,3,7,Saturday,Mobile,Yes,Yes,0,42.0,0,No,0.0243,No,8.9911,12.7073,Normal,0.0698,0,0.7076
TXN0008195,51,Female,Enugu,FirstBank,Domiciliary,11895.35,46850.78,2,3,Wednesday,Atm,Yes,Yes,0,16.0,1,Yes,0.2539,No,9.384,10.7547,RedFlag,0.1176,1,0.8725
TXN0008196,53,Male,Enugu,UBA,Savings,43086.9,7937.04,6,0,Monday,Transfer,Yes,Yes,0,22.0,1,No,5.4286,No,10.671,8.9794,RedFlag,0.2609,1,1.1884
TXN0008197,42,Male,Oyo,UBA,Savings,66385.25,82858.02,2,12,Saturday,Atm,Yes,Yes,0,1.0,0,No,0.8012,No,11.1032,11.3249,Normal,1.0,0,0.9804
TXN0008198,46,Male,Oyo,FCMB,Current,6959.07,253595.49,1,9,Saturday,Pos,Yes,Yes,0,54.0,0,No,0.0274,No,8.8479,12.4435,Normal,0.0182,0,0.711
TXN0008199,41,Male,Anambra,FCMB,Savings,24854.34,75963.49,5,11,Thursday,Atm,Yes,Yes,0,13.0,0,No,0.3272,No,10.1208,11.238,Normal,0.3571,0,0.9006
TXN0008200,35,Female,Rivers,GTBank,Domiciliary,28227.61,45710.62,1,19,Thursday,Atm,No,Yes,0,56.0,1,No,0.6175,No,10.2481,10.7301,Normal,0.0175,1,0.9551
TXN0008201,40,Female,Lagos,Stanbic,Current,46206.02,118086.5,1,1,Tuesday,Pos,Yes,Yes,0,28.0,1,No,0.3913,No,10.7409,11.6792,RedFlag,0.0345,1,0.9197
TXN0008202,23,Male,Lagos,Sterling,Current,57326.38,128131.42,6,5,Friday,Pos,No,No,0,72.0,0,No,0.4474,No,10.9565,11.7608,Normal,0.0822,0,0.9316
TXN0008203,46,Female,Bauchi,Polaris,Savings,15777.41,213561.86,4,23,Friday,Pos,Yes,No,0,73.0,1,Yes,0.0739,Yes,9.6664,12.2717,RedFlag,0.0541,1,0.7877
TXN0008204,42,Female,Rivers,FirstBank,Savings,77103.44,241230.97,2,9,Wednesday,Atm,Yes,No,0,37.0,0,No,0.3196,No,11.2529,12.3935,Normal,0.0526,0,0.908
TXN0008205,72,Female,Lagos,Sterling,Current,77103.44,183732.36,5,9,Tuesday,Pos,Yes,No,1,69.0,0,Yes,0.4197,No,11.2529,12.1212,Normal,0.0714,1,0.9284
TXN0008206,34,Male,Abuja,Polaris,Current,17654.19,682.34,4,2,Saturday,Mobile,Yes,Yes,0,57.0,0,Yes,25.873,No,9.7788,6.527,RedFlag,0.069,0,1.4982
TXN0008207,63,Female,Delta,Polaris,Savings,19523.91,500.0,1,5,Monday,Online,Yes,Yes,1,56.0,1,No,39.0478,No,9.8794,6.2166,Normal,0.0175,2,1.5892
TXN0008208,41,Male,Enugu,FCMB,Current,27546.68,456776.76,3,14,Tuesday,Online,Yes,No,0,41.0,0,No,0.0603,No,10.2237,13.032,Normal,0.0714,0,0.7845
TXN0008209,28,Male,Abuja,FirstBank,Current,11702.78,46020.58,2,11,Tuesday,Transfer,No,No,0,16.0,1,No,0.2543,No,9.3677,10.7369,Normal,0.1176,1,0.8725
TXN0008210,43,Male,Lagos,Access,Current,27120.98,49766.08,1,8,Monday,Mobile,Yes,Yes,0,13.0,2,No,0.545,No,10.2081,10.8151,Normal,0.0714,2,0.9439
TXN0008211,68,Male,Delta,Fidelity,Current,18053.35,197650.25,3,3,Sunday,Transfer,Yes,Yes,0,48.0,0,No,0.0913,No,9.8011,12.1943,RedFlag,0.0612,0,0.8037
